sentence,label,label_name,dataset
奶粉地址填成旧的了，还没揽收，赶紧改,1,business,test
存储：节假日发货延迟1-2天，请提前告知客户,2,knowledge_mgmt,test
这款平板支持手写笔吗,0,knowledge_qa,test
书还没发货，能不能把“台版”改成“日版”,1,business,test
冬天穿不钻绒的羽绒服，90绒的有吗？,0,knowledge_qa,test
帮我记录一下：所有护肤品建议先做过敏测试,2,knowledge_mgmt,test
有没有新人专享优惠,0,knowledge_qa,test
粉底液上脸搓泥，是不是和防晒打架,1,business,test
烘干机坏了,1,business,test
算了，我自己去查维修进度吧，问你也说不清楚,0,knowledge_qa,test
现在下单是按活动价算吗，别到时候不补差价,0,knowledge_qa,test
生鲜收到发臭了，快递放驿站两天了，谁的责任？,3,escalate,test
猫罐头拉环断了，打不开,1,business,test
裙子拉链坏了，能不能补发拉链头？,1,business,test
抱枕塌陷，睡两天就扁了，质量太差！,3,escalate,test
存一下：店铺客服电话400-618-8888,2,knowledge_mgmt,test
定制衣柜安装完，抽屉拉不出来，轨道坏了？,1,business,test
全屋定制安装完，板材有划痕，换还是赔钱？,1,business,test
绿萝叶子发黄，是不是缺水,1,business,test
软件坏了,1,business,test
睡袋不保暖，零下5度冻醒，虚标温标！,3,escalate,test
珍珠项链扣子断了，戴一次就断，质量太差,1,business,test
订单备注“轻拿轻放”，别又像上次一样摔坏,1,business,test
榨汁机用了一次就漏水，底座接缝处全是水,1,business,test
车衣破了,1,business,test
宠物疫苗打完后嗜睡，是不是疫苗有问题？,3,escalate,test
置物架能不能改个颜色？还没下单,1,business,test
定制衣柜的设计图确认了，但尺寸还能微调吗,1,business,test
人工！人工！人工！别给我发自动回复！,0,knowledge_qa,test
能不能说人话？听不懂你的意思,0,knowledge_qa,test
洗衣机脱水声音像拖拉机，邻居都来投诉了,1,business,test
记一条：限量款商品不支持退换,2,knowledge_mgmt,test
猫粮是膨化粮还是烘焙粮？含肉量多少,0,knowledge_qa,test
帮我添加：T恤建议冷水洗涤，避免暴晒,2,knowledge_mgmt,test
卸妆油糊眼睛，洗不掉，怎么赔,1,business,test
奶粉保质期只剩3个月，客服说“正常售卖期”，坑人？,3,escalate,test
体检报告能邮寄吗？不想跑一趟,1,business,test
尺码选错了，还没发货能改吗？,1,business,test
防潮垫买一送收纳袋吗？,0,knowledge_qa,test
体检套餐能不能换？选错了项目,1,business,test
体检套餐想加个幽门螺旋杆菌，现场能加吗？,1,business,test
赠品能不能换成别的？那个我不想要,1,business,test
婴儿推车想要个轻便的，一个人能抱上公交,0,knowledge_qa,test
帮我存一条知识：配送范围以快递公司覆盖区域为准,2,knowledge_mgmt,test
